历史行情.指标排序沪深Ａ股 日期:2017-07-18,二 指标:MACD(12,26,9)   WR(14,28)   CCI(14)   OBV(30)   
代码   	名称	 涨幅%%	 收盘	成交量	总金额	  DIF	  DEA	  MACD	  WR1	  WR2	  CCI	  OBV	  MAOBV	
000037	深南电A	0.20	9.92	1706100	16843736	-0.021	0.027	-0.095	74.737	81.250	-106.751	10843460.0	10896285.0	
000038	深大通					-1.003	-0.936	-0.135	78.342	88.575	-236.297	2348405.0	2384673.5	
000039	中集集团	0.94	17.17	13068121	224941088	0.151	0.243	-0.183	82.836	62.694	-129.810	26892222.0	26613702.0	
000040	东旭蓝天	3.69	12.37	5397361	65580856	0.006	0.104	-0.197	70.588	70.588	-223.488	13950235.0	13940393.0	
000042	中洲控股	0.06	16.65	587349	9662831	-0.213	-0.235	0.043	50.495	72.222	-105.947	7957239.5	7947810.0	
000043	中航地产	2.65	10.44	6764100	69369448	0.289	0.299	-0.019	47.692	43.868	-42.694	23247956.0	23014004.0	
000045	深纺织Ａ	1.86	10.41	3673251	37888740	-0.292	-0.116	-0.352	88.393	90.299	-185.597	10278144.0	10387550.0	
000046	泛海控股	-0.12	8.19	3880580	31693770	-0.043	-0.016	-0.052	88.235	86.765	-130.775	26142538.0	26184974.0	
000048	康达尔	3.40	25.24	687603	16992696	-0.401	-0.256	-0.291	69.697	69.697	-143.997	6335328.5	6344207.5	
000049	德赛电池	1.79	51.15	2767419	140204032	-0.307	0.038	-0.691	81.354	72.872	-91.992	5985573.5	5964182.5	
000050	深天马Ａ	8.25	21.25	45155008	926413312	0.657	0.691	-0.068	13.208	6.836	63.304	31280714.0	29497608.0	
000055	方大集团	0.29	6.97	7072772	49219840	-0.108	-0.091	-0.034	90.476	91.429	-164.367	13603323.0	13526812.0	
000056	皇庭国际	0.73	12.40	1548801	18962840	0.179	0.137	0.084	35.714	31.977	60.979	5830511.0	5774696.0	
000058	深 赛 格	1.25	7.30	3186392	23053582	-0.129	-0.026	-0.206	89.542	90.303	-213.995	25153664.0	25201806.0	
000059	华锦股份	3.60	10.95	31717372	341153440	0.266	0.225	0.083	32.680	28.090	24.978	27857722.0	26952564.0	
000060	中金岭南	2.25	11.35	39570056	445225888	0.242	0.284	-0.086	48.113	25.758	-72.909	57129212.0	54825264.0	
000061	农 产 品					-0.069	-0.095	0.053	22.951	41.379	13.283	25037628.0	24955562.0	
000062	深圳华强	1.04	24.25	3451650	83506496	-0.884	-0.629	-0.511	86.612	91.860	-204.423	17036056.0	17155994.0	
000063	中兴通讯	-3.62	22.07	96659800	2136469248	0.497	0.724	-0.454	75.373	60.945	-177.474	65180744.0	65492508.0	
000065	北方国际	2.71	22.75	6065176	134786448	-0.596	-0.404	-0.383	69.952	74.174	-153.150	7743026.5	7763376.0	
000066	中国长城	3.30	9.09	28989276	260901296	0.127	0.148	-0.042	56.489	47.436	-82.941	17555658.0	15737867.0	
000068	华控赛格	-1.58	6.24	3766820	23431678	-0.169	-0.123	-0.093	86.916	89.630	-196.525	4979145.5	5135399.0	
000069	华侨城Ａ	-0.22	9.12	65035960	594458368	0.073	0.189	-0.233	90.984	84.444	-240.064	89295520.0	89299520.0	
000070	特发信息	0.10	10.14	3228376	32831504	-0.320	-0.158	-0.324	81.860	88.793	-132.079	5745797.0	6191749.0	
000078	海王生物	1.33	6.08	16572449	99805600	0.039	0.048	-0.019	63.265	56.364	-41.805	34940732.0	34392536.0	
000088	盐 田 港	1.08	9.35	9518474	88567336	-0.218	-0.079	-0.278	88.119	91.367	-169.347	49234300.0	49381788.0	
000089	深圳机场	1.24	8.97	7254080	64753712	-0.032	0.045	-0.155	87.129	87.129	-180.081	22862742.0	22981174.0	
000090	天健集团	1.73	11.20	18244348	202448992	0.240	0.296	-0.112	79.882	65.854	-75.721	15545514.0	15236200.0	
000096	广聚能源	2.06	13.84	1431528	19635202	-0.276	-0.181	-0.191	59.903	64.224	-139.689	19863634.0	19910088.0	
000099	中信海直					-0.284	-0.228	-0.112	79.375	83.902	-78.241	26564356.0	26695574.0	
000100	TCL 集团					-0.010	0.001	-0.023	85.714	85.714	-113.802	280137600.0	281338048.0	
000150	宜华健康	0.00	24.28	927603	22385088	-0.201	-0.222	0.040	34.967	34.967	-58.285	6784870.0	6817155.5	
